reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
06c7347b-a620-43f5-91d2-39294bf24d3b,Melia Puspa Dewi,https://play-lh.googleusercontent.com/a-/ALV-UjWnDIBrk23pevv8n3151D27y0wKg_51j5LV7hoZj4LF3K3dn257,"Akun saya tiba tiba logout, dan saat mau login tidak bisa, saya masukan alamat email-nya salah, tapi saat coba untuk atur ulang dan dikirim kode otp ternyata email-nya benar, tapi setiap ingin atur ulang sandi masuk keterangannya selalu ""informasi tidak valid"" atau ""ada kesalahan teknis"", tolong dibantu karena ada saldo saya yang tertahan.",1,24,2.3.94,2026-02-01 01:18:34,Hi Sobat LINE Bank! Mohon maaf atas ketidaknyamanannya. Kami akan berusaha memberikan kemudahan dan kenyamanan bertransaksi di aplikasi LINE Bank by Hana Bank. Terkait kendala yang kamu alami dapat menghubungi Call Hana 1-500-021 atau melalui email di help@linebank.co.id. TKS - DLS,2026-02-01 07:32:03,2.3.94
62af9f83-9761-4ed4-8aec-66879e8aa88c,Adir syahdan,https://play-lh.googleusercontent.com/a-/ALV-UjWm9piAcGRw_GPu1pm7y1kcso-MrhDkV6oC_c2ftF2kh-u7ma3X,"dan semakin Kemunduran lagi dengan adanya biaya pencairan limit quick credit, padahal sebelumnya tidak ada biaya sama sekali, jujur kecewa dan sangat di sayangkan tapi wajar sih karena bank butuh biaya, jadi semua itu pilihan dan saya memilih mundur, terimakasih line bank sudah menemani saya selama 2 tahun ini 👋👏",2,44,2.4.2,2026-04-11 04:17:44,"Hi Sobat LINE Bank! Terima kasih atas ketertarikannya atas produk kami. Efektif per tanggal 5 Januari 2026, sudah diberlakukan biaya pencairan untuk penggunaan Quick Credit LINE Bank by Hana Bank. Untuk informasi lainnya silahkan menghubungi Call Hana 1500021, WhatsApp di 081197100021 atau melalui email di help@linebank.co.id. Terima kasih -DLS",2026-04-14 00:32:41,2.4.2
2a9e9518-1f71-4c23-9b9e-e3bd7fba0fcb,Qoqo Abdul,https://play-lh.googleusercontent.com/a-/ALV-UjW9QZFG-N5ocHzxlBEMkK5bJUZFw9_XITJ9eL-3LD_4hcGVyCrE,baru kali ini bank online seribet ini baru bikin akun udah berhasil masuk lagi langsung di blok aku sih cuma pengenya promonya doang tapi kalo di blok2 segala mending di hapus aja akunku takut di salah gunakan,1,1,2.4.5,2026-04-20 01:25:42,Hi Sobat LINE Bank! Mohon maaf atas ketidaknyamanannya. Kami akan berusaha memberikan kemudahan dan kenyamanan bertransaksi di Aplikasi LINE Bank By Hana Bank. Terkait kendala yang kamu alami dapat menghubungi Call Hana 1 500 021atau layanan email help@linebank.co.id:) Terima kasih-LA,2026-04-20 09:39:46,2.4.5
ec254cbb-92b5-478d-95d9-9a1405c34aa4,Juan Riyadi,https://play-lh.googleusercontent.com/a-/ALV-UjX-CLPLDD5vUUcCyVxVsCvCAXGEf3D9KhRhSHXm8fnl_1KW8SWX,giliran sekrang pengajuannya bisa jadi 12 bulan malah pengajuannya di tolak aneh banget sekarang susah ambil pinjaman di line bank padahal saya udah 3x ambil dan enggak pernah telat bayaar kecewa,1,0,2.4.10,2026-06-08 09:03:27,"Hi Sobat LINE Bank! Terkait proses pengajuan pinjaman apakah disetujui atau tidak akan dilakukan pengecekan oleh tim terkait kami, jika tidak disetujui untuk pengajuan pinjaman nya maka bisa dicoba 1 bulan setelah pengajuan terakhir. Untuk informasi lainnya silakan hubungi Call Hana 1 500 021 atau email help@linebank.co.id. Terima kasih - LA",2026-06-09 08:51:20,2.4.10
0a040aea-a743-45a2-bbd3-44c664dd1d56,yusuf muhamad,https://play-lh.googleusercontent.com/a/ACg8ocLcIs8Dt13C90yys0K2t5fw-EENh5pO7jqu2_gifjNp0YBSLUNU=mo,jangan pakai bank ini PHP katanya gratis TF tapi bayar 6500 aplikasi juga sering error saya pengguna dari 2022 dulu enak lancar skrg malah makin buruk. mending Bank Lain yang tidak memberi harapan palsu.,1,1,2.4.5,2026-04-14 08:13:48,"Hi Sobat LINE Bank! Kami memahami atas ketidaknyamanan terkait perubahan ini. Sejak tanggal 1 Maret 2026, terdapat penyesuaian kuota bebas biaya transaksi. Pemberitahuannya dapat dicek melalui www.linebank.co.id/announcements. Jika ada hal lain yang ingin ditanyakan, hubungi Call Hana 1 500 021 atau email help@linebank.co.id. Terima kasih - LA",2026-04-14 09:33:42,2.4.5
4671359c-2c89-46fe-aee8-610021df3fb4,Riska Novita,https://play-lh.googleusercontent.com/a/ACg8ocJ6Sqb7HBQH3vbfUo_N3fP7jwKEMJ5JaTF88yRj9scpN5ZpcA=mo,"biasanya buka akun line bank bank lancar aja, kok ini ga bisa ya. saat d buka keterangan nya l"" sistem sedang dalam pemeliharaan"" p maksud?",2,0,2.4.5,2026-04-17 17:14:34,Hi Sobat LINE Bank! Mohon maaf atas ketidaknyamanannya. Untuk kendala tersebut mohon berkenan menghubungi layanan Call Hana 1 500 021 atau layanan email help@linebank.co.id agar dibantu pengecekan lebih lanjut ya :) Terima kasih-LA,2026-04-20 09:35:25,2.4.5
ab341038-c0c2-4cf0-9de0-77875053c185,Muhamad Fajri,https://play-lh.googleusercontent.com/a-/ALV-UjXiKuRMCwE0_k8NYeP8vrjO-TeDEaHHDOJHynGNsUfeiQbmqhA,"aplikasi ga jelas pengambil data orang aja,, udah berhasil buat akun rekening eh tiba tiba keluar sendiri setelah ada notif verifikasi email,, udah verifikasi dan disuruh masuk lagi ke aplikasi malah dibilang aktivitas tidak wajar dan gagal masuk berkali kali begitu terus..",1,10,2.4.1,2026-03-02 09:27:24,Hi Sobat LINE Bank! Mohon maaf atas ketidaknyamanannya. Kami akan berusaha memberikan kemudahan dan kenyamanan bertransaksi di Aplikasi LINE Bank By Hana Bank. Terkait kendala yang kamu alami dapat menghubungi Call Hana 1 500 021atau layanan email help@linebank.co.id:) Terima kasih-LA,2026-03-03 07:41:26,2.4.1
d165f940-e777-4c27-b1d9-d157c580d31d,Nuraini Umik,https://play-lh.googleusercontent.com/a/ACg8ocIwEeEXC85AwG2kx54xtTg0PXz4qwzB6NwxSeLkPDkOlkGnNnw=mo,buka tap pengaturan kartu atau halaman kartu tidak ada respon sama sekali,3,0,2.4.10,2026-06-11 23:30:12,Hi Sobat LINE Bank! Mohon maaf atas ketidaknyamanannya. Kami akan berusaha memberikan kemudahan dan kenyamanan bertransaksi di Aplikasi LINE Bank By Hana Bank. Terkait kendala yang kamu alami dapat menghubungi Call Hana 1 500 021atau layanan email help@linebank.co.id:) Terima kasih-LA,2026-06-12 08:27:53,2.4.10
200a2789-38ee-4c22-86f7-28560c859a4c,Isnina Fajria,https://play-lh.googleusercontent.com/a-/ALV-UjU55O44eSeDJZJWXFw5yiROOnJPWEC3v-UpZRYntFO_312bK34DvQ,"sejauh ini aku suka bgt sama aplikasi line bank, tapi setelah di update kok sekarang kuota buat top up e walletnya terbatas bgt yaa, pdhl aku sangat terbantu buat top up e wallet pake line bank soalnya enak gak kepotong biaya admin di aplikasi e walletnya, huhuu sedih bgttt cuyyy:((",3,7,2.4.1,2026-03-02 16:03:11,"Hi Sobat LINE Bank! Kami memahami atas ketidaknyamanan terkait perubahan ini. Sejak tanggal 1 Maret 2026, terdapat penyesuaian kuota bebas biaya transaksi. Pemberitahuannya dapat dicek melalui www.linebank.co.id/announcements. Jika ada hal lain yang ingin ditanyakan, hubungi Call Hana 1 500 021 atau email help@linebank.co.id. Terima kasih - LA",2026-03-03 07:45:06,2.4.1
31ec9700-43c1-4880-9c03-5886811440ee,muliani 92,https://play-lh.googleusercontent.com/a-/ALV-UjVnOWJRziJH0aYra2ayauBu1-BnhQvUY_BP_mdpAKnKV1_uDfqC,kenapa tiba tiba ada Gmail masuk dari bank Hana pentupan rekening. pdahal saya ga ntup rekening .uang saya juga ada dsna,2,0,2.4.9,2026-05-29 08:22:44,"Hi Sobat LINE Bank! Mohon maaf atas ketidaknyamanannya. Berdasarkan informasi POJK No.24 Tahun 2025 tentang Pengelolaan Rekening pada Bank Umum, untuk rekening yang tidak memiliki aktivitas transaksi secara terus menerus selama 6 bulan dan saldo rekening 0, maka rekening akan ditutup otomatis oleh sistem.Terima kasih -DLS",2026-05-30 09:26:31,2.4.9
0e2131f9-2311-49ac-b5f1-3f0c718a54ae,Kevin Adnan (Kevin Adnan),https://play-lh.googleusercontent.com/a-/ALV-UjWTFcEEZXlf2nwF3igFXtkyAssiURK57_wuE1RZ93fPiUnxRjM,"Saya tidak bisa mengunggah NPWP, hal ini saya perlukan supaya saya bisa membuat SID untuk membeli Reksadana. Jika masih tidak bisa upload NPWP, saya akan beli di aplikasi lain. mohon segera perbaiki.",1,9,2.4.9,2026-05-10 06:33:34,Hi Sobat LINE Bank! Mohon maaf atas ketidaknyamanannya. Untuk kendala tersebut mohon berkenan menghubungi layanan Call Hana 1-500-021 agar dibantu pengecekan lebih lanjut ya :) ^LA,2025-05-26 06:36:30,2.4.9
0f32d303-f925-4ccc-b9fb-4294464c4039,ferry gunawan,https://play-lh.googleusercontent.com/a-/ALV-UjWSJn2-CA9m4_BfNG2987f69qQJHl8Ec4giY7uThVIvrLNz8zY,"pihak line bank semalm saya tranfer dari line bank ke shopee pay later 80 ribu, duit nya ke potong tp duit nya blum masuk juga sampai skrang ke shopee pay later saya , pada waktu pngiriman tertulis pihak line bank memberitahukan tertulis mohon maaf terdapat gangguan dari line bank , saya tunggu 24 jam ni sampai saaat ini blum masuk juga duit ke akun shopi pay saya",1,0,2.4.9,2026-05-26 02:55:04,Hi Sobat LINE Bank! Mohon maaf atas ketidaknyamanannya. Kami akan berusaha memberikan kemudahan dan kenyamanan bertransaksi di Aplikasi LINE Bank By Hana Bank. Terkait kendala yang kamu alami dapat menghubungi Call Hana 1 500 021atau layanan email help@linebank.co.id:) Terima kasih-LA,2026-05-26 09:27:15,2.4.9
915dd50b-1b61-4e70-aa81-aed197af042e,Dimas Wahyu Prasetyo,https://play-lh.googleusercontent.com/a-/ALV-UjViGj4cTNtg0NumtiLp-mfY5t-NsRJMgFJ-suRusAx0ibSxd48VJA,"Ribet banget mau login aja repot, tadi gagal login gara gara lupa password, ganti password berhasil, ganti lupa pin transaksi, mau reset pin transaksi panjang langkah langkah nya, endingnya suruh call Hana bank, berbayar lagi, ribet lah",1,2,2.3.94,2026-02-27 14:45:50,Hi Sobat LINE Bank! Mohon maaf atas ketidaknyamanannya. Kami akan berusaha memberikan kemudahan dan kenyamanan bertransaksi di aplikasi LINE Bank by Hana Bank. Terkait kendala yang kamu alami dapat menghubungi Call Hana 1-500-021 atau melalui email di help@linebank.co.id. TKS - DLS,2026-03-01 15:21:39,2.3.94
3bb887dd-9d46-4e6e-b541-7f65daf844a4,Akmaliah Tengku,https://play-lh.googleusercontent.com/a/ACg8ocK0_bkuaTtU9a4CpCALIePeRlukSslUkWCVi1aTApoMHnAtlg=mo,"aplikasi gak BERGUNA, daftar saja tidak bisa, selalu gagal, bukan karena masalah signal karena aplikasi lainnya berjalan dengan baik tapi enggak dengan aplikasi yang satu ini. bahkan satu bintang pun gak pantas untuk diberi",1,3,2.3.94,2026-02-07 14:48:47,Hi Sobat LINE Bank! Mohon maaf atas ketidaknyamanannya. Untuk kendala tersebut mohon berkenan menghubungi layanan Call Hana 1 500 021 atau layanan email help@linebank.co.id agar dibantu pengecekan lebih lanjut ya :) Terima kasih - LA,2026-02-09 02:59:15,2.3.94
7ba7d485-979a-48c0-8689-8136bb51c85a,Santi Sabrina Khusna,https://play-lh.googleusercontent.com/a-/ALV-UjV8WSU-EVbCYtm020PSAJsHK94O0rvLfJpCxmPOXa-eVtTqccFs,"makin lama makin pelit. tadi aku mau tf tulisannya gratis adm dan tulisan 6.500 dicoret. eh setelah berhasil tranfer, tiba tiba kena biaya adm 6.500. buset mahal banget!!! Di bank lain kena biaya adm 2.500 aja mikir mikir, makanya biasanya selalu tf di line bank. tapi sekarang biaya adm line bank malah semahal itu. mulai sekarang stop gamau lagi make ni bank!! BURUK",1,2,2.3.94,2026-03-02 05:25:48,"Hi Sobat LINE Bank! Kami memahami atas ketidaknyamanan terkait perubahan ini. Sejak tanggal 1 Maret 2026, terdapat penyesuaian kuota bebas biaya transaksi. Pemberitahuannya dapat dicek melalui www.linebank.co.id/announcements. Jika ada hal lain yang ingin ditanyakan, hubungi Call Hana 1 500 021 atau email help@linebank.co.id. Terima kasih - LA",2026-03-03 07:33:54,2.3.94
98a62bb8-1495-4cef-8bf3-237be4172757,Nyonya Min,https://play-lh.googleusercontent.com/a/ACg8ocJwmTEv2L7dH1RsDUfqDEakal0DrZx-NQBZsKkV5ue90OezoA=mo,"saya sengaja memberikan bintang lima supaya kebaca, mau ngajuin pinjaman aja harus masukin nomor hp berkali-kali, dan karena pinjaman saya di tolak maka saya hapus apl ini dan TIDAK meliki hutang sama sekali kepada apl ini. dan tolong jangan salah gunakan data saya.",5,5,2.3.94,2026-02-12 11:18:24,"Hi Sobat LINE Bank! Mohon maaf atas ketidaknyamanannya. Terkait proses pengajuan pinjaman jika belum disetujui, bisa dilakukan pengajuan kembali 1 bulan berikut nya dan pihak Bank akan menjaga kerahasian data dan keamanan nasabah nya. Untuk informasi lainnya silakan menghubungi Call Hana 1 500 021 atau email help@linebank.co.id. Terimakasih-LA",2026-02-13 09:12:16,2.3.94
fe31aade-85c4-41fe-8ee6-f3edac32617c,Ki Amat Al Kubra,https://play-lh.googleusercontent.com/a-/ALV-UjWdjj-bEsDCYO7LEidoVCRzCvNlMKRMpmgDCGml7W8r6pc3fAtN,"tgl. 5 kemaren saya ngajukan kartu debit dgn biaya 50rb, sampai sekarang sdh 16 hari kartunya blm datang. cek diaplikasi statusnya masih dlm pencetakan (dari tgl 6 nyetaknya). padahal sebelumnya saya ngajukan kartu debit Binadigital dan Bank Aladin Syariah tanpa dipungut biaya alias gratis. dan salut buat kedua bank digital tsb. meski bikin kartu debit nya gratis, tapi mereka sat-set, 5 hari setelah pengajuan, kartunya sdh sampai rumah (di Banjarmasin), nggak kayak LINE bank sdh bayar lelet pula",1,2,2.3.94,2026-02-21 02:42:28,"Hi Sobat LINE Bank! Mohon maaf atas ketidaknyamanannya. Kami informasikan untuk proses pengiriman kartu debit LINE Bank by Hana Bank yaitu 7-14 hari kerja. Apabila sudah melebihi estimasi pengiriman, silahkan Call Hana 1-500-021 atau melalui email di help@linebank.co.id. TKS - DLS",2026-02-22 08:51:55,2.3.94
a93e2d7d-e41e-4fa3-811d-4ea71d739f00,mohamad nr,https://play-lh.googleusercontent.com/a-/ALV-UjW5dItWOacbwTPleKTfDlSFMC3b2XUQxiXdosvYBdCHRyRLcEz8Xg,"sorry saya kasih bintang 1 ,linebank sekarang pelit ga kaya dulu pas kenal linebank kasih pinjaman, sekarang selalu di tolak, padahal saya ga pernah tolak pembayaran, selalu tepat waktu. terimakasih",1,2,2.3.94,2026-02-06 14:29:21,"Hi Sobat LINE Bank! Mohon maaf atas ketidaknyamanannya. Terkait proses persetujuan pinjaman akan dilakukan pengecekan oleh tim terkait dan jika tidak disetujui, silakan mencoba melakukan pengajuan 1 bulan berikut nya. Untuk informasi lainnya silakan menghubungi Call Hana 1 500 021 atau email help@linebank.co.id. Terima kasih-LA",2026-02-09 03:05:26,2.3.94
b2beb476-42cf-40ad-aca3-f57d0914bdab,dwi Ningsih,https://play-lh.googleusercontent.com/a-/ALV-UjUa2jXeRcDnyP4VG4HHNd8v6fT-7UGNHiXPNrsXuNkunHEyDaEF,"baru kali ini kecewa sama line bank, penanganan kasus sangat lama. ada kesalahan sistem dari line bank, saldo terpotong 4x untuk kode QRIS yang tidak berhasil. saya udah hubungi namun disuruh menunggu 10 hari kerja yang menurutku ini sangat lama. gak worth it",1,3,2.4.2,2026-03-31 22:40:22,Hi Sobat LINE Bank! Mohon maaf atas ketidaknyamanannya. Kami akan berusaha memberikan kemudahan dan kenyamanan bertransaksi di Aplikasi LINE Bank By Hana Bank. Terkait kendala yang kamu alami dapat menghubungi Call Hana 1 500 021atau layanan email help@linebank.co.id:) Terima kasih-LA,2026-04-09 04:19:02,2.4.2
2e2cafe9-34d0-4575-ba2d-a736274d0287,Ferry Mardya,https://play-lh.googleusercontent.com/a-/ALV-UjU1_mWwqeJOu9Pkq2q6etl8RITuesMLQzxghpabGeSOoOQQAfo2,"yeeeay sekarang kuota transfer line bank 1000x per bulan, belum ada aplikasi bank digital lainnya yang memberikan kuota sebanyak ini, paling besar hanya 100x/bulannya. satu lagi saja yang harus di berikan oleh line bank, yaitu bunga tabungan cair harian seperti bank digital lainnya. trims",5,24,2.4.2,2026-03-28 08:02:48,"Hai Sobat LINE Bank! Untuk meningkatkan layanan dan terus memberikan inovasi terbaru agar mempermudah kegiatan ngebank #CaraLain kamu, maka LINE Bank melakukan pembaruan ketentuan limit bebas biaya transaksi. Namun, jangan khawatir LINE Bank memastikan pembaruan ini mencukupi kebutuhan transaksi setiap bulannya. Salam #CaraLain",2022-04-13 01:56:46,2.4.2
86c4e807-9c14-4ee5-a361-87b591b5fd17,Dý_ Ferdý,https://play-lh.googleusercontent.com/a/ACg8ocIqzsQbIfStS1v6vJzCM7bqEOIFsIOGYkjv5JDz-KJKEmFmfg=mo,saya kasih bintang full.? kak kenapa setelah di perbarui kenapa saya belum bisa transfer ya dan belum muncul lanjut jadi tidak bisa transfer tolong penjelasannya terimakasih 🙏,5,6,2.4.1,2026-03-16 05:23:40,Hi Sobat LINE Bank! Mohon maaf atas ketidaknyamanannya. Kami akan berusaha memberikan kemudahan dan kenyamanan bertransaksi di Aplikasi LINE Bank By Hana Bank. Terkait kendala yang kamu alami dapat menghubungi Call Hana 1 500 021atau layanan email help@linebank.co.id:) Terima kasih-LA,2026-03-16 08:16:22,2.4.1
42890232-9524-46d9-8b42-67d679361fd4,Josiah Chavez,https://play-lh.googleusercontent.com/a/ACg8ocImYvTML97z4jTcZlFKqAnEydVEoxd923VXP1ZDEnehzCrw9A=mo,"disini saya mau muji kalo udah dibuat gratis 1000 kali tf antar bank, 3 kali free topup ewallet, topup ewallet ini sediki sekali, saya rasa bisa lah ditingkatkan dan kali bisa yah entah promo kartu debit dengan bioskop c*n*p*l*s atau mt*x atau cg*, dan adain kembali dong ezcard nya. gitu saja sih selebihnya udah oke",5,4,2.4.1,2026-03-03 08:12:35,,,2.4.1
db01659a-d735-43a2-bb72-9acfed7bdde3,Nela Husnul,https://play-lh.googleusercontent.com/a/ACg8ocLvwsSqC8yuyKIRxQm9Pjl3U68L9Xyv-XdQhL5zOY-ydkk7fg=mo,"ini kenapa yah mau daftar dah di tahap 4 ko no handphone ny berubah sendiri jadi no gak di kenal, tapi kalau mau login no ny sesuai sama pas awal. tolonglah di benerin lagi",1,0,2.3.94,2026-02-22 08:38:32,Hi Sobat LINE Bank! Mohon maaf atas ketidaknyamanannya. Kami akan berusaha memberikan kemudahan dan kenyamanan bertransaksi di aplikasi LINE Bank by Hana Bank. Terkait kendala yang kamu alami dapat menghubungi Call Hana 1-500-021 atau melalui email di help@linebank.co.id. TKS - DLS,2026-02-22 08:53:49,2.3.94
